"bahnhof_index","lon","lat"
"954",9.8242348,51.6593858
"955",9.9661689,52.2074198
"956",10.2365469,51.6461796
"957",9.7620685,51.3919469
"958",11.0099399,52.2220358
"959",10.3302198,51.644781
"960",10.3327568,51.6546117
"961",9.9535569,52.1604902
"962",9.9628979,52.1465909
"963",10.1983725,52.2003333
"964",9.453419,51.8201851
"965",10.10078,51.6862529
"966",10.8079302,52.692534
"967",10.811822,52.2570789
"968",9.9613125,51.857684
"969",10.3394786,51.9333294
"970",9.3877491,51.6599515
"971",10.4284528,52.4563238
"972",10.320119,52.1967079
"973",9.8675363,51.5869426
"974",9.7909985,51.5893721
"975",10.535798,52.3807735
"976",10.3210913,52.4501861
"977",10.1833822,51.8485571
"978",10.0954057,52.9933285
"979",10.6631111,52.5437069
"980",9.7930676,52.168077
"981",9.9356281,51.6288307
"982",9.9887665,51.7044462
"983",9.6776811,51.593316
"984",10.4784639,51.9050477
"985",10.2721544,51.717522
"986",8.5190864,52.0379416
"987",9.6232456,52.1083315
"988",10.2323299,52.3193966
"989",10.5238032,52.4158768
"990",10.372443,52.0496402
"991",10.4418328,52.1493735
"992",10.3209811,52.1573763
"993",10.3149712,52.0376226
"994",10.4929301,52.1804417
"995",10.4062286,52.1484984
"996",9.8422672,52.2318312
"997",10.6517981,52.2469715
"998",10.5465162,52.0197929
"999",10.8913714,52.8893158
"1000",10.6337819,52.6281945
"1001",10.7760475,52.1454884
"1002",10.1739445,51.8874937
"1003",10.758631,52.87435
"1004",9.6206844,51.8811042
"1005",10.5923749,52.9076492
"1006",10.4338676,52.9048534
"1007",10.5828195,52.5121367
"1008",10.5533005,52.9698055
"1009",9.6549995,51.6545862
"1010",10.3590154,52.2579486
"1011",9.5573231,51.6226871
"1012",10.5567652,51.9520394
"1013",10.1690388,52.3355355
"1014",9.5781344,52.1026168
"1015",9.7395179,51.6637809
"1016",10.6563601,52.647359
"1017",10.5983541,52.6155762
"1018",10.6175151,51.5847937
"1019",10.6262562,52.2703628
"1020",10.0348549,52.0802661
"1021",10.6566943,52.8875421
"1022",10.724281,52.727758
"1023",9.8629282,51.3514654
"1024",10.5322915,52.1594517
"1025",10.7878323,52.4291323
"1026",10.2774202,52.2009649
"1027",10.1745417,51.6622231
"1028",9.0309644,53.0157202
"1029",7.9415125,52.3904244
"1030",8.2090903,52.8989992
"1031",7.336312,53.0516425
"1032",7.7599394,53.2206446
"1033",7.1581803,52.3097151
"1034",8.0038949,53.1826533
"1035",9.0811422,53.0075564
"1036",8.5101148,52.7075359
"1037",8.8186807,52.9477019
"1038",8.7402271,52.8478342
"1039",8.4763291,53.1836524
"1040",7.9428152,52.551191
"1041",8.3075315,52.3606067
"1042",8.5312605,53.0987858
"1043",8.4809911,53.3287948
"1044",7.97547,52.41122
"1045",8.7864699,52.8723374
"1046",8.813393,53.083219
"1047",8.7865074,53.0755504
"1048",8.7046484,53.1596729
"1049",8.8865564,53.0544196
"1050",8.6868839,53.1703882
"1051",8.9440525,53.0382476
"1052",8.9385605,53.0866571
"1053",8.7407917,53.1335656
"1054",8.6517692,53.1725504
"1055",8.8845187,53.0623957
"1056",8.6693378,53.1724956
"1057",8.629256,53.1695933
"1058",8.7855813,53.102951
"1059",8.5983061,53.5348065
"1060",8.6002462,53.5662191
"1061",8.6129773,53.5082922
"1062",8.3807889,52.9354504
"1063",8.4553615,52.2006032
"1064",9.8763304,53.3244879
"1065",7.70804,53.5980705
"1066",9.859484,53.2698059
"1067",9.0583461,53.7681477
"1068",8.0556738,52.8441166
"1069",8.7032909,53.8611696
"1070",8.6293351,53.0528126
"1071",8.379534,52.6049606
"1072",7.3601353,52.9577439
"1073",8.5666915,53.6881686
"1074",9.2458966,52.8458837
"1075",8.8727269,53.0189099
"1076",8.4568607,53.2378746
"1077",7.1957583,53.3689824
"1078",7.6118273,53.6361976
"1079",7.0620033,51.4008918
"1080",9.1211034,52.9996699
"1081",8.5429976,53.035181
"1082",7.3124663,52.5993439
"1083",8.3945513,52.8011491
"1084",8.2087782,52.8991856
"1085",7.9447691,52.3393735
"1086",9.3677102,53.6119405
"1087",9.8464909,53.254285
"1088",NA,NA
"1089",7.9531971,52.2418266
"1090",9.2376288,53.6410599
"1091",8.6798835,53.0568665
"1092",9.1660066,53.6841274
"1093",7.9666512,52.4403293
"1094",9.3118405,53.622801
"1095",9.975466,53.4036531
"1096",8.1368952,52.5746169
"1097",9.8708533,53.285635
"1098",8.5991347,53.0697228
"1099",8.4691725,53.1082424
"1100",8.2670449,52.9901519
"1101",NA,NA
"1102",7.8942992,53.5691601
"1103",8.4749066,53.3052083
"1104",8.8468916,52.9828387
"1105",9.910648,53.3693047
"1106",8.3454905,53.4569674
"1107",9.1953136,52.9774373
"1108",7.3220074,52.8606979
"1109",9.5629794,53.1970087
"1110",7.46494,53.23112
"1111",8.365771,52.4625619
"1112",7.3061207,52.397826
"1113",7.3215282,52.5199003
"1114",8.229598,52.6652815
"1115",8.6548315,53.4737645
"1116",8.810737,53.3351021
"1117",8.7340461,53.439471
"1118",8.3438512,52.768177
"1119",7.2707425,53.5211151
"1120",8.3433525,52.2091183
"1121",7.2979367,52.695846
"1122",8.2073342,52.6199101
"1123",7.9178504,52.2081941
"1124",8.0649132,52.5107904
"1125",7.1588666,53.6218269
"1126",7.1588666,53.6218269
"1127",7.2237407,53.5845318
"1128",8.4859188,53.4843228
"1129",8.6208517,53.7781534
"1130",8.2228367,53.1436154
"1131",8.1769826,53.1525543
"1132",8.8107409,53.2832721
"1133",8.0448756,52.2813213
"1134",8.0594708,52.2732166
"1135",8.7976745,53.2226837
"1136",8.8939786,53.8061262
"1137",9.1332945,53.0970497
"1138",7.3883561,53.0906246
"1139",7.948478,52.6739539
"1140",8.1912984,53.2446325
"1141",8.3901409,52.8386386
"1142",8.0110317,52.4848621
"1143",8.7542402,53.1836403
"1144",8.4565113,53.4030919
"1145",9.3970716,53.1035076
"1146",9.0219313,53.0843064
"1147",7.3506242,52.3226555
"1148",8.0309406,53.4897738
"1149",8.0145957,53.5072846
"1150",NA,NA
"1151",9.4870781,53.1697267
"1152",8.5785193,53.084224
"1153",9.79871,53.11059
"1154",7.9477777,53.5425496
"1155",7.2254549,52.3225661
"1156",9.82968,52.98328
"1157",9.8563062,52.9981774
"1158",9.2317413,53.1123973
"1159",9.8124235,53.3097749
"1160",NA,NA
"1161",8.7807697,53.4062088
"1162",9.8561219,53.3166614
"1163",8.8101539,52.9164237
"1164",9.7318487,53.2721624
"1165",8.6444222,52.791867
"1166",8.1499904,53.3988951
"1167",8.28075,52.72874
"1168",8.2838761,52.7292252
"1169",9.2374433,52.9208785
"1170",9.5665338,52.9802242
"1171",7.34391,53.1633588
"1172",8.2734478,52.2201556
"1173",7.8863259,53.2025373
"1174",8.431927,52.8982294
"1175",8.1182339,53.5181227
"1176",9.0984542,53.7450925
"1177",9.82937,53.18613
"1178",8.2031084,52.2558183
"1179",7.7893542,53.5789266
"1180",9.8378565,53.0288168
"1181",8.5211205,53.6471144
"1182",8.3359552,53.1181369
"1183",9.5257558,53.5624273
"1184",10.15885,53.48962
"1185",10.0358107,53.5974592
"1186",10.1474155,53.3683162
"1187",10.3141867,53.5294172
"1188",9.9101169,53.5601523
"1189",10.380878,53.2912277
"1190",10.0449455,53.5873735
"1191",10.6370633,53.1959937
"1192",10.024972,53.5536489
"1193",10.0966101,53.5160984
"1194",9.8115833,53.5607265
"1195",9.6897,53.47042
"1196",10.7072562,53.1696908
"1197",11.109336,53.0986852
"1198",9.9346424,53.5677911
"1199",9.5563558,53.5462133
"1200",10.533222,53.336799
"1201",9.9056125,53.5964951
"1202",9.9871703,53.5488282
"1203",9.8889459,53.6016644
"1204",9.8183323,53.4742279
"1205",10.0581056,53.5764558
"1206",10.851903,53.1676641
"1207",9.8380162,53.6314607
"1208",10.0043933,53.6342105
"1209",9.9895607,53.5609832
"1210",10.0081349,53.5531222
"1211",9.9350422,53.5529204
"1212",10.2056265,53.4889318
"1213",9.9918688,53.4555402
"1214",9.8529847,53.4735509
"1215",10.1550517,53.604379
"1216",10.1249277,53.5870582
"1217",10.0775604,53.5700217
"1218",10.0234564,53.54772
"1219",9.9808793,53.4608238
"1220",10.0571798,53.5649852
"1221",9.96223,53.46549
"1222",10.9129196,53.1693183
"1223",9.842417,53.5614001
"1224",10.0685663,53.6359955
"1225",9.9500556,53.5619429
"1226",9.57755,53.50866
"1227",9.8166804,53.5762972
"1228",9.9922854,53.5528246
"1229",9.8594624,53.5574929
"1230",9.9446799,53.5486402
"1231",9.9871703,53.5488282
"1232",9.8678404,53.6164294
"1233",9.970783,53.5481991
"1234",10.0372867,53.5617531
"1235",9.9256056,53.5807536
"1236",10.912783,53.169143
"1237",10.4194671,53.2499617
"1238",10.063263,53.4058216
"1239",10.0203699,53.4220198
"1240",10.1320262,53.4973693
"1241",10.7624458,53.161144
"1242",10.1804219,53.4866118
"1243",9.7901181,53.4721115
"1244",9.6389923,53.4816686
"1245",9.8754105,53.4721823
"1246",10.0322569,53.620705
"1247",9.8862784,53.5586094
"1248",9.7974188,53.6561793
"1249",10.0949148,53.6517245
"1250",10.2883953,53.3143171
"1251",9.9573756,53.5494618
"1252",10.2561742,53.509629
"1253",9.75798,53.5824189
"1254",10.0417105,53.5385602
"1255",10.0333111,53.6066583
"1256",9.475321,53.5965839
"1257",9.9896769,53.5512791
"1258",10.1090199,53.3865051
"1259",9.9203459,53.5908035
"1260",9.9660887,53.5640023
"1261",9.8038052,53.5756289
"1262",9.8098287,53.6444853
"1263",10.0552831,53.5313645
"1264",10.5481173,53.1967346
"1265",10.0144773,53.5229755
"1266",10.0597895,53.5701395
"1267",9.7046361,53.5816396
"1268",10.0812423,53.6414986
"1269",10.4629137,53.2178681
"1270",10.0090969,53.4990362
"1271",10.2085283,53.3532702
"1272",10.2780419,53.5215884
"1273",9.8978352,52.3757445
"1274",9.9784338,52.4025456
"1275",9.8562902,52.3713242
"1276",9.7001832,52.86293
"1277",9.4683708,52.1801176
"1278",9.3782111,52.3438714
"1279",9.2726549,51.9745618
"1280",9.4188823,52.3316656
"1281",9.46687,52.30485
"1282",9.7273452,52.5805385
"1283",9.6654544,52.2400064
"1284",9.7336445,52.5457809
"1285",9.0477098,52.2674992
"1286",10.0032735,52.4489191
"1287",10.0634567,52.621178
"1288",10.2364241,52.4320273
"1289",9.5249411,52.408591
"1290",10.1802293,52.4162278
"1291",9.7711018,52.8993252
"1292",9.4693993,52.3020737
"1293",10.0298972,52.5238333
"1294",9.4265965,52.5455373
"1295",9.3829264,52.0471857
"1296",9.6707376,52.3407227
"1297",10.2529184,52.6802139
"1298",9.2312361,52.7829633
"1299",9.8690004,52.5094967
"1300",9.4105422,52.574944
"1301",10.1118788,52.3534737
"1302",9.3752088,52.1016782
"1303",9.6863211,52.4108935
"1304",9.7026907,52.4153733
"1305",9.7690077,52.3569835
"1306",9.7419713,52.3772621
"1307",9.8044455,52.3709882
"1308",9.6807184,52.3503886
"1309",9.6968186,52.4585722
"1310",9.7907938,52.3739755
"1311",9.6771315,52.3965029
"1312",9.7227056,52.3519524
"1313",9.79194,52.31718
"1314",9.7189148,52.3927153
"1315",9.3895117,52.3786995
"1316",9.2497785,52.1657881
"1317",9.595021,52.7663177
"1318",9.6526865,52.2716285
"1319",10.0845643,52.3920201
"1320",9.8042819,52.4860789
"1321",9.4693993,52.3020737
"1322",9.1211348,52.3083676
"1323",9.7352348,52.4802022
"1324",9.7364711,52.4508331
"1325",9.727634,52.439296
"1326",NA,NA
"1327",9.9732957,52.376554
"1328",9.5976228,52.315809
"1329",9.6387884,52.3943541
"1330",9.2869938,52.3543005
"1331",9.6891351,52.6107827
"1332",9.3232,52.60085
"1333",9.7434204,52.5496511
"1334",9.4556063,52.5037838
"1335",9.2177973,52.6437139
"1336",10.0161852,52.4879253
"1337",9.4599344,52.4679427
"1338",9.8211515,52.28484
"1339",9.0765613,52.1984447
"1340",9.6514139,52.3223173
"1341",9.6238151,52.6791623
"1342",9.5947224,52.3924462
"1343",9.9672765,52.3171922
"1344",9.5568263,52.214986
"1345",9.189038,52.3320927
"1346",10.2981913,52.8361104
"1347",9.6263411,52.2120824
"1348",9.6005679,52.865584
"1349",9.6546151,52.3182271
"1350",9.5717937,52.2792855
"1351",9.4349948,52.3220369
"1352",9.4498735,52.4225484
"1353",9.8987364,54.2748767
"1354",10.234026,53.6686533
"1355",10.2502989,53.6882418
"1356",9.2838322,54.1467734
"1357",10.3562071,53.8988733
"1358",10.3408125,54.1484258
"1359",9.7892296,54.0860456
"1360",10.5510233,54.1675667
"1361",10.3818633,53.8056059
"1362",10.7022733,53.9166614
"1363",10.310794,53.9343695
"1364",8.6488652,54.3048312
"1365",8.6129951,54.3179983
"1366",10.2688298,53.7283835
"1367",9.3510096,54.1327199
"1368",9.5347383,54.1113848
"1369",10.0435487,54.1744605
"1370",9.8733291,54.3247401
"1371",8.9720594,54.6177191
"1372",9.8232037,53.9895244
"1373",10.6223584,53.4746158
"1374",14.145281,51.8364314
"1375",8.8664093,54.1340305
"1376",9.680496,53.8525844
"1377",9.8351234,54.4682127
"1378",9.9977408,54.1294423
"1379",9.6594478,53.7544396
"1380",10.6085508,54.1356423
"1381",10.2541521,53.943383
"1382",9.9489863,54.3096136
"1383",9.4435938,54.7723174
"1384",10.06391,54.24363
"1385",10.3851753,53.8408289
"1386",10.3395085,53.5304108
"1387",9.0896682,54.3760119
"1388",8.7865482,54.3295187
"1389",9.9795399,54.4094331
"1390",9.4260898,53.7911914
"1391",9.468666,54.1189276
"1392",11.0809795,54.366547
"1393",9.4206703,54.1226668
"1394",10.743379,54.0544581
"1395",8.9620951,54.3619447
"1396",9.1005941,54.1933955
"1397",9.483822,53.7844859
"1398",9.650404,54.08757
"1399",9.6463798,53.8049196
"1400",9.5751498,54.7636875
"1401",9.0555743,54.472005
"1402",9.5102627,53.9244538
"1403",8.9632755,54.2115922
"1404",9.3979869,54.5570858
"1405",8.8274368,54.3354275
"1406",8.8717668,54.3224518
"1407",8.3693905,54.8888342
"1408",10.1319956,54.3151733
"1409",10.1818615,54.2867707
"1410",10.0995222,54.3082301
"1411",10.0714518,54.3089669
"1412",8.6770857,54.8619266
"1413",9.4901695,53.8368108
"1414",9.487504,53.8816101
"1415",10.0829669,54.3308701
"1416",10.3268207,53.7629005
"1417",8.9457256,54.685736
"1418",10.5677323,53.3702678
"1419",10.8901108,54.2204297
"1420",10.7374491,53.9117738
"1421",10.6705022,53.8670602
"1422",10.6866183,53.8298949
"1423",10.6971425,53.8037466
"1424",10.8208962,53.9254715
"1425",10.7015418,53.8417826
"1426",10.866714,53.9587035
"1427",10.8534728,53.9515505
"1428",10.8769217,53.9646096
"1429",9.0305443,54.3311109
"1430",9.0797721,54.087363
"1431",10.029558,54.3132023
"1432",10.6830441,53.623821
"1433",8.4325424,54.8720531
"1434",NA,NA
"1435",9.9803359,54.0763129
"1436",9.9617668,54.0841714
"1437",10.8153384,54.1018029
"1438",8.8344495,54.7890697
"1439",9.1904304,54.1733785
"1440",9.8526329,54.1668354
"1441",8.2176417,53.1420818
"1442",9.5734851,54.1105464
"1443",9.5901212,54.3933985
"1444",10.704329,53.9808695
"1445",10.4225373,54.1600082
"1446",10.7514999,54.0529487
"1447",10.2760596,54.2342219
"1448",9.761694,53.6780102
"1449",11.2260868,54.5007969
"1450",10.2433646,54.2809343
"1451",10.7710605,53.6989627
"1452",10.4938328,53.830709
"1453",8.9112597,54.1788403
"1454",9.6703039,54.3025344
"1455",10.1696117,53.999614
"1456",9.8208155,54.5418199
"1457",8.7587809,54.3263428
"1458",10.7453262,54.0199045
"1459",9.5374445,54.5003083
"1460",9.753616,54.3003049
"1461",10.4852612,53.5048756
"1462",10.768256,54.0672711
"1463",9.6691004,54.7174591
"1464",9.117113,53.9898813
"1465",10.0908796,54.3495968
"1466",9.7714578,54.636709
"1467",8.910037,54.1989454
"1468",9.398822,54.6647881
"1469",8.7073843,54.322856
"1470",9.0201033,54.2194556
"1471",10.7626527,53.9944549
"1472",8.9378165,54.3141926
"1473",9.7138074,53.6974066
"1474",10.2206756,53.9675422
"1475",10.3592669,53.8654227
"1476",9.8958342,54.072431
"1477",8.9339757,54.207471
"1478",8.3093159,54.907981
"1479",9.3739785,53.922479
"1480",8.9978808,54.3863361
"1481",NA,NA
"1482",13.36847,52.5256888
"1483",13.4351117,52.5102211
"1484",13.365805,52.4761613
"1485",13.3890473,52.5487547
"1486",13.5121861,52.3893366
"1487",13.1991956,52.5346452
"1488",13.5445764,52.5450181
"1489",13.4111196,52.5215809
"1490",13.558813,52.4078176
"1491",13.3424291,52.5848208
"1492",13.3664106,52.4494548
"1493",13.0930652,52.3919035
"1494",13.4839031,52.4627539
"1495",13.3479912,52.5200225
"1496",13.3270287,52.6713284
"1497",13.3830458,52.5038555
"1498",13.3892254,52.5168975
"1499",13.4747303,52.5142793
"1500",13.3766415,52.5091677
"1501",13.3334496,52.507907
"1502",13.5405273,52.4356362
"1503",13.4079127,52.3869444
"1504",13.4912777,52.6368737
"1505",13.3026851,52.5050071
"1506",13.6250286,52.4567873
"1507",13.387252,52.5199685
"1508",13.288637,52.6325401
"1509",13.5737825,52.4136229
"1510",13.2633597,52.4875345
"1511",13.2900582,52.4966817
"1512",13.3074307,52.618538
"1513",13.5124725,52.565883
"1514",13.5251369,52.481153
"1515",13.3397159,52.4701914
"1516",13.5878555,52.5124657
"1517",13.3397159,52.4701914
"1518",13.4952633,52.5092025
"1519",13.3799133,52.4379571
"1520",13.294926,52.4431546
"1521",13.611876,52.5123334
"1522",13.3622032,52.4122257
"1523",13.5445764,52.5450181
"1524",13.4423444,52.4699605
"1525",13.3883861,52.531887
"1526",13.4110972,52.5670017
"1527",13.4802724,52.5021147
"1528",13.2143391,52.4401076
"1529",13.5098991,52.4558327
"1530",13.3800488,52.5718838
"1531",13.5615369,52.4473056
"1532",13.287315,52.5903019
"1533",13.3851542,52.4710687
"1534",13.1792952,52.421574
"1535",13.2827923,52.4981531
"1536",13.358246,52.5832742
"1537",13.2646364,52.4197809
"1538",13.5610786,52.6692506
"1539",13.5000721,52.493268
"1540",13.5220724,52.4485032
"1541",13.404954,52.5200066
"1542",13.5548705,52.5136804
"1543",13.6483571,52.5165466
"1544",13.2765151,52.7146139
"1545",13.398023,52.554735
"1546",13.3062264,52.447789
"1547",13.3825663,52.4108873
"1548",13.3298911,52.4821636
"1549",13.3165184,52.5776308
"1550",13.6145068,52.3718401
"1551",13.3308945,52.4637995
"1552",13.761573,52.5267494
"1553",13.4068834,52.3868725
"1554",13.5196185,52.5134503
"1555",13.5243841,52.5555205
"1556",13.4357238,52.5411753
"1557",13.5416504,52.3992662
"1558",13.3987764,52.5224256
"1559",13.2586179,52.5082806
"1560",13.8655575,52.5512941
"1561",13.3111409,52.4797722
"1562",13.228853,52.6253755
"1563",13.4311718,52.4683868
"1564",13.6040473,52.4576357
"1565",13.3202595,52.6678279
"1566",13.2995076,52.489176
"1567",13.6741027,52.5145302
"1568",13.3780047,52.5453348
"1569",13.3443374,52.478905
"1570",13.4176474,52.5138417
"1571",13.3614939,52.4860472
"1572",13.301735,52.5311095
"1573",13.3293524,52.5760916
"1574",13.4684843,52.4699712
"1575",13.4558616,52.5290216
"1576",13.3426637,52.4397948
"1577",13.2627878,52.7387006
"1578",13.3974832,52.3865895
"1579",13.3051205,52.4101761
"1580",13.4095603,52.3601196
"1581",13.5554224,52.5566352
"1582",13.2835921,52.5067095
"1583",13.2781622,52.5035393
"1584",13.2466965,52.447744
"1585",13.390713,52.6494493
"1586",13.6976241,52.5209143
"1587",13.3261466,52.4940657
"1588",13.4861907,52.5038768
"1589",13.5320275,52.4520486
"1590",13.2404895,52.5119795
"1591",13.334928,52.5838923
"1592",13.3135904,52.4189343
"1593",13.4681656,52.5039706
"1594",13.4277602,52.5676458
"1595",13.7914155,52.5300774
"1596",13.2285935,52.5091133
"1597",13.4750377,52.4782819
"1598",13.5366833,52.532238
"1599",13.4275951,52.5450868
"1600",13.356043,52.4595265
"1601",13.6933074,52.4579921
"1602",13.548339,52.5502092
"1603",13.3233491,52.4558131
"1604",13.5146466,52.6504905
"1605",13.3204681,52.5053762
"1606",13.3888865,52.3982951
"1607",13.3516238,52.4806551
"1608",13.3351603,52.6662868
"1609",13.4140621,52.549376
"1610",13.24571,52.61368
"1611",13.4541533,52.4718733
"1612",13.5383623,52.5246373
"1613",13.4654476,52.524796
"1614",13.9093924,52.5915409
"1615",13.9253735,52.5674399
"1616",13.210045,52.5325855
"1617",13.3488384,52.4497318
"1618",13.2736947,52.4363892
"1619",13.2918856,52.3916799
"1620",13.3492861,52.5141475
"1621",13.4591427,52.4929129
"1622",13.3022862,52.6001754
"1623",13.4483818,52.5052448
"1624",13.5082701,52.570752
"1625",13.3675,52.54303
"1626",13.2716171,52.5196993
"1627",13.3435724,52.5351214
"1628",13.6342897,52.3189426
"1629",13.7195003,52.4381168
"1630",13.3365418,52.5953723
"1631",13.3909116,52.5657624
"1632",13.55014,52.46972
"1633",13.371634,52.4923948
"1634",13.3660066,52.4917207
"1635",13.53365,52.66014
"1636",13.6208078,52.3451973
"1637",6.7379999,51.5373324
"1638",14.0139112,51.6588654
"1639",14.0824469,52.7635183
"1640",14.03559,52.78988
"1641",13.394424,51.5160192
"1642",14.056792,52.2929869
"1643",14.42672,51.65472
"1644",14.1146601,51.586061
"1645",13.5113935,52.0580375
"1646",14.246988,52.1770463
"1647",14.1651511,52.3572814
"1648",13.6402796,52.250988
"1649",13.3226262,51.5707851
"1650",13.4140195,52.3361767
"1651",13.7275011,52.0740372
"1652",14.2808185,52.3463154
"1653",14.2076211,52.2149909
"1654",13.9633134,51.7428349
"1655",14.7128205,52.0699524
"1656",14.3247152,51.7502504
"1657",14.36683,51.7693482
"1658",14.3328679,51.7563108
"1659",14.3843767,51.8068705
"1660",13.4671126,52.1653162
"1661",13.4036096,52.3480918
"1662",13.5626653,51.6247158
"1663",13.5775021,51.9151222
"1664",14.2231021,51.6554623
"1665",14.6587034,52.1484071
"1666",13.5168662,51.4599163
"1667",13.5166081,51.4705173
"1668",13.7521812,52.4283875
"1669",13.2452518,51.5867426
"1670",13.959761,52.8079696
"1671",13.8204336,52.4240211
"1672",13.1734875,51.6429715
"1673",14.5690727,52.2489935
"1674",13.7106224,51.6368221
"1675",14.6378223,51.7390904
"1676",14.5476476,52.3368933
"1677",14.5408031,52.3211949
"1678",14.4715937,52.3378588
"1679",13.7814957,52.2495142
"1680",14.0591404,52.3663189
"1681",14.0795868,52.3422708
"1682",13.9633134,51.7428349
"1683",13.5978375,51.9722871
"1684",12.6005741,52.2793992
"1685",14.5496763,52.5631808
"1686",13.6545381,52.1652358
"1687",14.0085563,51.5907452
"1688",14.3845509,52.160993
"1689",13.4053223,52.3868829
"1690",NA,NA
"1691",13.8204336,52.4240211
"1692",14.5505673,52.3472237
"1693",13.9091039,52.534769
"1694",13.2030845,51.6794852
"1695",13.5637589,51.4928262
"1696",14.0046569,51.5196936
"1697",13.9216847,52.2516121
"1698",14.355673,52.332674
"1699",14.5013068,51.8685555
"1700",14.4943322,51.859392
"1701",13.6277051,52.2966473
"1702",14.6274905,51.9084777
"1703",13.5441386,52.0214583
"1704",NA,NA
"1705",14.2506578,51.7497971
"1706",14.2506578,51.7497971
"1707",13.6310306,52.2964814
"1708",14.575164,52.2633061
"1709",13.8702077,52.274111
"1710",14.1873319,51.7690392
"1711",14.60756,52.5681839
"1712",13.7432116,51.4744194
"1713",14.3550839,52.6297088
"1714",14.2236354,51.6537242
"1715",14.1595976,52.1533854
"1716",13.8775638,51.9397716
"1717",13.9607308,51.8623836
"1718",13.8793783,51.938904
"1719",13.9855599,51.6855286
"1720",13.7142483,51.8572026
"1721",14.3944848,52.1978776
"1722",14.4340458,52.2421248
"1723",14.1006482,52.5245522
"1724",13.4684929,50.6779608
"1725",13.4838728,52.1200758
"1726",14.1614989,51.6064203
"1727",14.2301055,52.6657682
"1728",14.6457579,52.0885019
"1729",13.6567077,52.3238538
"1730",14.1747027,52.5443225
"1731",13.7277731,52.0740405
"1732",14.2736611,52.1721583
"1733",13.7611107,51.3756454
"1734",14.4490795,51.8440103
"1735",14.3989337,52.3368034
"1736",13.6213034,51.467661
"1737",13.4900192,51.4350353
"1738",13.4997139,51.4254542
"1739",13.4900192,51.4350353
"1740",14.0308958,51.8157184
"1741",13.4309873,52.2946139
"1742",13.2423051,51.5839002
"1743",13.9227815,52.5286022
"1744",13.574021,51.5674006
"1745",13.8697962,51.4551326
"1746",14.2485254,52.1745929
"1747",13.4869451,51.6006784
"1748",14.5375318,52.4722507
"1749",13.7776472,51.9907296
"1750",13.8800335,51.4724375
"1751",14.0597498,51.5552045
"1752",14.39475,52.53811
"1753",NA,NA
"1754",14.0210733,51.4757036
"1755",14.3978753,51.5735968
"1756",13.86869,52.27278
"1757",13.8332778,52.5322611
"1758",14.42389,51.8167221
"1759",14.2166184,52.5381188
"1760",NA,NA
"1761",14.0759303,51.7831713
"1762",13.6335585,51.8028622
"1763",14.7128205,52.0699524
"1764",14.009318,52.2165584
"1765",14.3798314,52.5315702
"1766",14.583823,52.231286
"1767",14.133275,52.7197233
"1768",13.4679904,52.1654037
"1769",13.6348784,52.2648369
"1770",13.6277051,52.2966473
"1771",14.616266,52.199734
"1772",13.43907,52.21921
"1773",13.5731661,52.5811247
"1774",13.5818427,52.5899537
"1775",13.1991956,52.5346452
"1776",13.7914198,52.9584791
"1777",12.8988,51.95431
"1778",13.996895,53.0155826
"1779",12.5951797,52.1427265
"1780",12.756853,52.1799065
"1781",13.1407909,52.7040399
"1782",12.9670003,52.2391543
"1783",12.9288158,52.2599994
"1784",13.0180929,52.8371682
"1785",13.3378948,52.9791731
"1786",13.1435465,52.5354327
"1787",13.5930962,52.676361
"1788",13.6744887,52.7548972
"1789",13.2812663,52.314587
"1790",13.2875753,52.6877168
"1791",12.895224,51.9550691
"1792",13.6141777,52.6048429
"1793",13.5934063,52.5961168
"1794",12.8546706,52.2306828
"1795",12.5662211,52.4008671
"1796",12.530737,52.4118496
"1797",12.9595935,52.5693556
"1798",13.8212701,52.8731646
"1799",12.7584063,52.1869561
"1800",12.6883953,52.0769796
"1801",12.6264417,52.5921321
"1802",12.980574,52.3409769
"1803",12.9808872,52.3410691
"1804",14.2086174,53.2113451
"1805",13.90262,52.91817
"1806",13.0590617,52.5420864
"1807",13.1676442,53.0027972
"1808",12.3486736,52.5336664
"1809",13.7978443,52.8340336
"1810",12.9553036,52.2039912
"1811",12.9382018,52.5462472
"1812",13.0735755,52.5614826
"1813",12.9315473,52.3116793
"1814",13.0865304,52.5601081
"1815",12.4922256,52.5033413
"1816",13.1396644,53.1867578
"1817",13.0644729,52.3905689
"1818",13.8164185,52.9104952
"1819",12.5035847,52.4291892
"1820",12.7269076,52.4107026
"1821",13.16693,53.00127
"1822",12.7769615,52.4108374
"1823",13.2850478,52.3523962
"1824",NA,NA
"1825",13.2387728,52.8149631
"1826",13.4461019,53.0728132
"1827",13.2040027,52.6379715
"1828",13.271243,52.6726055
"1829",13.7455599,52.9781724
"1830",13.7139476,52.9240948
"1831",13.0756312,51.9964734
"1832",12.4229993,52.3749978
"1833",13.0395321,52.7536034
"1834",13.1859903,52.894712
"1835",13.16101,52.09071
"1836",13.2677861,52.2987732
"1837",13.272092,52.2932702
"1838",12.9657838,52.4586213
"1839",12.3880611,52.0590134
"1840",13.6947683,52.7761873
"1841",13.0310878,52.3162941
"1842",12.3549722,52.525981
"1843",13.239764,52.8151823
"1844",12.7627452,52.5840958
"1845",13.9017159,53.4535515
"1846",12.506028,52.6043492
"1847",13.9248389,52.8134216
"1848",12.8984714,51.9544518
"1849",12.9884985,51.9807948
