"bahnhof_index","lon","lat"
"612",7.5838711,50.2381892
"613",6.7664182,49.856154
"614",NA,NA
"615",7.6093633,50.3078274
"616",7.639523,50.7714143
"617",7.9108975,50.4507534
"618",7.8723683,50.4619483
"619",7.9027655,50.7783908
"620",7.9027655,50.7783908
"621",7.8209622,50.6594651
"622",7.7781408,50.6766541
"623",7.4139202,50.2274993
"624",7.1757016,50.5475153
"625",7.947323,50.7780348
"626",6.8143782,49.878489
"627",7.6420435,50.7628535
"628",7.7258045,50.6894442
"629",7.1298579,50.2310019
"630",7.6181658,50.2278861
"631",7.4408202,50.2338616
"632",7.7684784,50.0837152
"633",7.648368,50.1861662
"634",7.8795298,50.8066524
"635",7.6712742,50.7378396
"636",7.2004981,50.1647261
"637",7.4602233,50.3007006
"638",7.5892936,50.3508778
"639",7.5889959,50.3569429
"640",7.6110996,50.362074
"641",7.5499168,50.3382426
"642",7.5924702,50.3663054
"643",7.5579217,50.3501909
"644",7.9321411,50.7783755
"645",7.2494578,50.3490785
"646",7.1197857,49.9811528
"647",6.9780091,50.5063647
"648",7.3365001,50.3887829
"649",7.9183753,50.5833079
"650",7.9219908,50.3198356
"651",7.4548201,50.2843399
"652",13.1652132,50.799108
"653",7.3940522,50.4461363
"654",14.2933586,48.2942504
"655",7.4423821,50.2341314
"656",7.2401071,50.3287322
"657",7.2141289,50.3283252
"658",7.0202503,50.5235929
"659",7.2813622,50.3714642
"660",7.4120207,50.3993488
"661",7.1528723,50.2960846
"662",7.827945,50.4537595
"663",7.3686305,50.1936576
"664",7.339262,50.1847318
"665",7.9520128,50.8280852
"666",7.3625892,50.4573541
"667",-77.3503609,25.0443312
"668",7.1390513,50.0914117
"669",7.47025,50.43113
"670",7.9747964,50.4263321
"671",NA,NA
"672",7.5993272,50.3164021
"673",7.9599449,50.837224
"674",7.682654,50.3361876
"675",7.8926442,50.6268899
"676",7.661624,50.7157627
"677",7.6043649,50.2997506
"678",7.911137,50.3308813
"679",7.7312445,50.1044655
"680",7.2080299,50.611413
"681",NA,NA
"682",7.393104,50.3959372
"683",7.2698621,50.1695039
"684",7.0361778,50.5145064
"685",7.1130798,50.0251988
"686",7.2301272,50.5774967
"687",7.3335879,50.489625
"688",7.6203541,50.2808037
"689",7.2078177,50.630436
"690",7.8992851,50.6047124
"691",6.8362627,49.9222966
"692",7.9164277,50.7717714
"693",7.8411429,50.7874156
"694",6.7416952,49.8291218
"695",6.8241136,49.907389
"696",7.7709713,50.4859095
"697",7.2580046,50.5468335
"698",7.6459017,50.2550923
"699",7.7147734,50.1502999
"700",7.7141521,50.1559045
"701",7.94414,50.44921
"702",7.3275788,50.4086025
"703",7.1131695,50.0251455
"704",7.2995421,50.1802816
"705",7.2194857,50.6027015
"706",7.88925,50.65414
"707",7.1312566,50.2556531
"708",7.5092992,50.4023239
"709",7.524305,50.416887
"710",6.9999641,49.9830514
"711",7.6105082,50.3996519
"712",7.0760738,50.5312633
"713",7.458722,50.4163006
"714",7.6901882,51.5383359
"715",7.9799984,50.5407957
"716",7.5173764,50.3141877
"717",7.7853558,50.4668217
"718",NA,NA
"719",6.889722,49.986944
"720",8.1180216,49.7728485
"721",8.3402947,49.7656803
"722",7.8319986,49.787416
"723",8.110182,49.7501808
"724",8.1211168,49.7344562
"725",8.0580952,49.8080118
"726",7.768962,50.05693
"727",7.8658169,49.8424417
"728",7.84766,49.81309
"729",7.6503945,49.7830015
"730",7.8878462,49.9680382
"731",7.9029664,49.9698518
"732",7.8992697,49.9684515
"733",8.3111243,49.9304496
"734",6.8447795,51.5135393
"735",8.1737867,50.0269279
"736",8.3530688,49.8395066
"737",8.1648493,49.7025746
"738",7.4061402,49.7392509
"739",8.01469,49.95925
"740",8.0218906,49.8398584
"741",7.9377724,49.8977656
"742",8.198182,49.6900147
"743",8.3492248,49.7951636
"744",8.1114153,49.9968337
"745",6.473611,50.6360567
"746",7.8286793,49.7621806
"747",8.4087041,49.1221676
"748",8.2207319,49.6189963
"749",7.1959743,49.6156508
"750",7.32067,49.6994
"751",8.0539634,49.9755429
"752",7.4638546,49.7859786
"753",13.4116,52.53809
"754",8.2076978,49.9397449
"755",7.2622504,49.6595381
"756",7.8997822,49.9009555
"757",7.8997822,49.9009555
"758",8.258543,50.0012501
"759",8.2195236,50.0294998
"760",8.2778699,49.9935585
"761",8.21502,49.997929
"762",8.3141026,49.9669347
"763",8.2196474,49.962198
"764",NA,NA
"765",7.5365975,49.8041418
"766",8.3268066,49.7400123
"767",8.2137256,49.6357417
"768",7.5914908,49.7993163
"769",7.6261347,51.9606649
"770",8.3401735,49.918549
"771",7.1726697,49.6061873
"772",8.2060624,49.658881
"773",8.2024867,49.9031346
"774",7.8054182,50.0358929
"775",8.3441803,49.8716602
"776",7.244055,49.6383328
"777",7.814295,49.8109355
"778",7.9659056,49.9499806
"779",8.35776,49.85754
"780",8.3257456,49.7053727
"781",8.279603,49.6347571
"782",8.1546599,49.8747804
"783",7.9845736,49.8603054
"784",7.691093,49.7797364
"785",7.8462801,50.0118006
"786",8.1431168,50.0106493
"787",8.2359863,50.0150688
"788",8.0492153,49.8336116
"789",7.9620306,49.8821991
"790",8.3568623,49.634551
"791",8.0578492,49.8083909
"792",7.0453555,49.1434916
"793",6.6144497,49.9036378
"794",7.138762,49.5223435
"795",6.6879794,49.3866853
"796",6.3714792,49.5070231
"797",6.6021244,49.4756924
"798",7.254388,49.3461907
"799",7.254632,49.2423448
"800",7.0946606,49.32702
"801",6.6282514,50.1758786
"802",6.57129,49.99885
"803",7.2579678,49.2488539
"804",6.7930894,49.2758698
"805",7.0289528,49.2190228
"806",6.9488078,49.4109026
"807",6.9958994,49.2333981
"808",6.9443583,49.2430047
"809",6.64049,49.8762635
"810",6.601758,50.1230253
"811",6.722172,49.3529463
"812",7.012607,49.416057
"813",6.9927911,49.2368074
"814",6.68544,49.8021358
"815",6.6886755,49.809093
"816",7.3127797,49.2728742
"817",6.7759439,49.3028804
"818",6.9645334,49.4085629
"819",7.0310635,49.3037191
"820",6.64641,49.41012
"821",7.0946568,49.3253838
"822",7.0894966,49.3198639
"823",7.050273,49.3703039
"824",6.6603562,50.2237724
"825",7.0312255,49.1978804
"826",7.0500839,49.1185526
"827",7.1712043,49.2633769
"828",6.6152693,49.3542123
"829",7.1808871,49.5171672
"830",7.3374713,49.3277532
"831",6.5879525,49.9671242
"832",NA,NA
"833",7.0490275,49.3771714
"834",7.0037679,49.2654313
"835",6.5730076,50.3462873
"836",6.5777833,49.6704915
"837",6.5963572,49.7105665
"838",7.2274393,49.2859545
"839",7.0342298,49.1572447
"840",6.5727814,49.6953617
"841",6.5733623,49.699598
"842",6.6349916,49.8359705
"843",6.5781244,49.7027568
"844",6.5972135,50.0420557
"845",7.1185953,49.360523
"846",6.9084671,49.4085822
"847",6.8923946,49.4065095
"848",7.278391,49.3122165
"849",6.6036205,50.3144355
"850",6.8588948,49.2556226
"851",7.0636103,49.3543782
"852",6.6347751,49.4370549
"853",6.6355871,49.4429438
"854",6.5965671,49.4935519
"855",6.6004494,50.15032
"856",7.1457671,49.5233236
"857",6.3763281,49.5387128
"858",7.1769481,49.353306
"859",7.227187,49.3497428
"860",6.5933621,49.3442094
"861",7.1599106,49.4325848
"862",6.4417748,49.6542108
"863",7.1403662,49.5858031
"864",6.6381359,50.2828379
"865",6.51045,49.70995
"866",7.1503133,49.451749
"867",7.1659096,49.4025239
"868",6.3750902,49.5653428
"869",6.369561,49.4730501
"870",6.6838158,49.7796916
"871",6.625479,49.9544879
"872",7.0587841,49.3243073
"873",6.7042592,49.8252324
"874",7.0784943,49.2600155
"875",7.1118995,49.2774456
"876",6.9917477,49.2409963
"877",7.0199147,49.230475
"878",6.9564284,49.2419463
"879",6.5570773,49.6061205
"880",6.6074009,49.516231
"881",6.75031,49.32753
"882",7.0489791,49.2273016
"883",6.9962458,49.2334168
"884",7.128917,49.3634596
"885",6.5793293,49.6373196
"886",6.5741553,49.5752685
"887",6.66632,49.36225
"888",NA,NA
"889",7.1109069,49.2744791
"890",-64.8940946,18.3380965
"891",7.165591,49.4671223
"892",7.0557621,49.2995749
"893",7.0792479,49.3121505
"894",6.5888676,49.5667699
"895",6.4618927,49.6884577
"896",6.6525682,49.7575743
"897",6.6376958,49.7459768
"898",7.11444,49.58055
"899",6.6046487,50.0993302
"900",6.8492331,49.2487851
"901",7.129041,49.5586376
"902",6.5514478,49.700978
"903",6.376431,49.58802
"904",6.4420004,49.6734948
"905",7.0878215,49.3695722
"906",7.176407,49.3709908
"907",6.589255,49.6598354
"908",6.4059072,49.6074585
"909",7.1931957,49.2441625
"910",7.034991,49.3979247
"911",9.7598392,51.5777926
"912",9.81829,51.98137
"913",9.9663412,52.2523594
"914",10.5740152,53.0795055
"915",10.6739598,52.8348358
"916",10.0223849,51.8678656
"917",10.5547479,51.8879823
"918",9.44597,51.64597
"919",10.4145612,51.6184113
"920",10.5782805,51.579285
"921",10.0059094,52.0607631
"922",10.019289,52.0733231
"923",10.2299854,52.0895607
"924",9.7525755,52.0672322
"925",9.8143609,52.195435
"926",10.4909887,53.1417492
"927",10.0037293,52.0335293
"928",9.5612672,51.6373086
"929",10.5783385,52.0671767
"930",10.5394428,52.2520576
"931",10.55119,52.27664
"932",10.2993074,53.0320536
"933",10.6231223,52.4271437
"934",9.5464368,52.1181178
"935",10.1234661,52.0962484
"936",10.6624693,52.157316
"937",10.4181522,53.0169064
"938",9.9153479,51.3751846
"939",9.9232473,51.797059
"940",9.7474815,52.122333
"941",NA,NA
"942",10.859288,52.4313149
"943",9.8987324,51.9279367
"944",10.9149948,52.2052404
"945",13.5457932,53.6721468
"946",9.8045123,51.3807028
"947",10.5459484,52.4567241
"948",10.5427301,52.4798735
"949",10.20352,51.79117
"950",10.4205287,51.912407
"951",9.9263142,51.5366553
"952",10.0207972,52.0972833
"953",9.6577662,51.4125143
